香港交易所代号,股票简称,上市日期
9938,华和控股,2020年1月17日
9939,开拓药业-B,2020年5月22日
9955,智云健康,2022年7月6日
9956,安能物流,2021年11月11日
9958,力天影业,2020年6月22日
9959,联易融科技,2021年4月9日
9960,康圣环球,2021年7月16日
9961,携程集团-S,2021年4月19日
9963,高科桥,2017年7月20日
9966,康宁杰瑞制药,2019年12月12日
9968,汇景控股,2020年1月16日
9969,诺诚健华-B,2020年3月23日
9977,凤祥股份,2020年7月16日
9978,方圆生活服务,-
9979,绿城管理,2020年7月10日
9982,中原建业,2021年5月31日
9983,建业新生活,2020年5月15日
9985,卫龙,2022年12月15日
9986,大山教育,2020年7月15日
9987,百胜中国,2020年9月10日
9988,阿里巴巴集团,2019年11月26日
9989,海普瑞,2020年7月8日
9990,祖龙娱乐,2020年7月15日
9991,宝尊电商,2020年9月29日
9992,泡泡玛特,2020年12月11日
9993,金辉控股,2020年10月29日
9995,荣昌生物,2020年11月9日
9996,沛嘉医疗,2020年5月15日
9997,康基医疗,2020年6月29日
9998,光荣控股,2020年1月8日
9999,网易-S,2020年6月11日
