Listed Company's English Name,Listed Company's Chinese Name,Stock Code,Listing Status,Director's English Name,Director's Chinese Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd)
UBA Investments Limited,開明投資有限公司,00768,Current,WONG Wai Kwong David,黃偉光,Independent Non Executive Director - A/F,,1999-11-23,2007-08-03
UBA Investments Limited,開明投資有限公司,00768,Current,LI Kwok Cheung George,李國祥,Executive Director,,1999-11-23,2010-03-05
China Rare Earth Holdings Limited,中國稀土控股有限公司,00769,Current,JIANG Quan Long,蔣泉龍,Executive Director,,1999-09-29,
China Rare Earth Holdings Limited,中國稀土控股有限公司,00769,Current,QIAN Yuan Ying,錢元英,Executive Director,Chairman,1999-09-29,
China Rare Earth Holdings Limited,中國稀土控股有限公司,00769,Current,LIU Yu Jiu,劉余九,Independent Non Executive Director,,1999-09-29,2012-08-01
Shanghai International Shanghai Growth Investment Limited,滬光國際上海發展投資有限公司,00770,Current,WANG Changhong,王長虹,Non Executive Director,,1999-03-23,2008-07-15
Shanghai International Shanghai Growth Investment Limited,滬光國際上海發展投資有限公司,00770,Current,CAI Nong Rui,蔡儂瑞,Non Executive Director,,1997-12-17,2009-05-08
Shanghai International Shanghai Growth Investment Limited,滬光國際上海發展投資有限公司,00770,Current,ZHOU Youdao,周有道,Non Executive Director,,1998-12-07,2007-03-22
Shanghai International Shanghai Growth Investment Limited,滬光國際上海發展投資有限公司,00770,Current,ONG Ka Thai,王家泰,Independent Non Executive Director,,1997-06-03,
Shanghai International Shanghai Growth Investment Limited,滬光國際上海發展投資有限公司,00770,Current,YICK Wing Fat Simon,易永發,Independent Non Executive Director - A/F,,1999-07-28,
Shanghai International Shanghai Growth Investment Limited,滬光國際上海發展投資有限公司,00770,Current,HU Jinggang,胡競剛,Non Executive Director,,1999-03-23,2007-04-25
Automated Systems Holdings Limited,自動系統集團有限公司,00771,Current,TAN Swee Hock Sunny,陳瑞福,Non Executive Director,,1999-12-15,2006-03-31
Automated Systems Holdings Limited,自動系統集團有限公司,00771,Current,PATHMARAJAH Allen Joseph,,Non Executive Director,Chairman,1997-08-27,2009-10-20
Automated Systems Holdings Limited,自動系統集團有限公司,00771,Current,MOO Kwee Chong John,巫貴昌,Non Executive Director,,1997-08-27,2009-10-20
Automated Systems Holdings Limited,自動系統集團有限公司,00771,Current,LI King Hang Richard,李景衡,Independent Non Executive Director,,1997-08-27,2009-10-20
Automated Systems Holdings Limited,自動系統集團有限公司,00771,Current,HON Sheung Tin Peter,韓相田,Independent Non Executive Director,,1997-08-27,2009-10-20
Automated Systems Holdings Limited,自動系統集團有限公司,00771,Current,LAU Ming Chi Edward,劉銘志,Executive Director,,1997-08-27,2013-02-01
Automated Systems Holdings Limited,自動系統集團有限公司,00771,Current,LAI Yam Ting Ready,賴音廷,Executive Director,Managing Director,1997-08-27,2014-07-01
Southwest Securities International Securities Limited,西證國際證券股份有限公司,00812,Current,KWOK Kam Hoi,郭金海,Executive Director,,1998-09-04,2015-01-27
Southwest Securities International Securities Limited,西證國際證券股份有限公司,00812,Current,YIP Man Fan,葉民勳,Executive Director,,1998-09-04,2015-01-27
PetroChina Company Limited,中國石油天然氣股份有限公司,00857,Current,TUNG Chee Chen,董建成,Independent Non Executive Director,,1999-10-28,2011-05-18
PetroChina Company Limited,中國石油天然氣股份有限公司,00857,Current,GONG Hua Zhang,貢華章,Non Executive Director,,1999-11-05,2008-05-15
Extrawell Pharmaceutical Holdings Limited,精優藥業控股有限公司,00858,Current,HO Chin Hou,何晉昊,Executive Director,,1998-12-18,2009-03-12
Extrawell Pharmaceutical Holdings Limited,精優藥業控股有限公司,00858,Current,LI Qiang,李強,Executive Director,,1998-12-18,2008-09-30
Extrawell Pharmaceutical Holdings Limited,精優藥業控股有限公司,00858,Current,HO Yu Ling,何汝陵,Executive Director,,1998-12-18,2008-09-30
SUNDAY Communications Limited,,00866,Delisted,ZHENG Hong Qing,鄭洪慶,Non Executive Director,,1999-11-24,2006-01-16
3D-GOLD Jewellery Holdings Limited (Delisted),金至尊珠寶控股有限公司,00870,Delisted,WONG Kwong Chi,王幹芝,Non Executive Director,,1999-02-27,2008-11-07
3D-GOLD Jewellery Holdings Limited (Delisted),金至尊珠寶控股有限公司,00870,Delisted,CHAN Yam Fai Jane,陳吟揮,Executive Director,,1997-12-12,2012-07-09
3D-GOLD Jewellery Holdings Limited (Delisted),金至尊珠寶控股有限公司,00870,Delisted,LAM Sai Wing,林世榮,Executive Director,Chairman,1997-12-12,2008-09-26
Guangzhou Baiyunshan Pharmaceutical Holdings Company Limited,廣州白雲山醫藥集團股份有限公司,00874,Current,FENG Zan Sheng,馮贊勝,Executive Director,,1997-09-01,2010-05-11
Kaisa Health Group Holdings Limited,佳兆業健康集團控股有限公司,00876,Current,CHOW Woon Yin Ivy,周煥燕,Executive Director,,1997-01-23,2014-06-20
Kaisa Health Group Holdings Limited,佳兆業健康集團控股有限公司,00876,Current,WONG Siu Wah,黃少華,Executive Director,,1998-03-09,2013-03-18
Kaisa Health Group Holdings Limited,佳兆業健康集團控股有限公司,00876,Current,CHOW Tak Hung Chris,周德雄,Executive Director,CEO,1997-01-23,2014-06-20
Tianjin Development Holdings Limited,天津發展控股有限公司,00882,Current,LAU Wai Kit,劉偉傑,Independent Non Executive Director,,1998-03-01,2009-08-04
Tianjin Development Holdings Limited,天津發展控股有限公司,00882,Current,WANG Guang Hao,王廣浩,Executive Director,Chairman,1997-06-23,2007-09-21
Tianjin Development Holdings Limited,天津發展控股有限公司,00882,Current,YE Disheng,葉迪生,Non Executive Director,,1997-11-01,2006-07-10
Tianjin Development Holdings Limited,天津發展控股有限公司,00882,Current,YANG Liheng,楊力恆,Executive Director,,1997-11-01,2006-03-20
Tianjin Development Holdings Limited,天津發展控股有限公司,00882,Current,HE Xiuheng,何秀恆,Executive Director,,1997-11-01,2006-01-01
Tianjin Development Holdings Limited,天津發展控股有限公司,00882,Current,KWONG Che Keung Gordon,鄺志強,Independent Non Executive Director - A/F,,1998-06-01,2010-05-26
Tianjin Development Holdings Limited,天津發展控股有限公司,00882,Current,YU Ru Min,于汝民,Executive Director,,1997-11-01,2014-07-16
CNOOC Limited,中國海洋石油有限公司,00883,Current,ZHOU Shou Wei,周守為,Executive Director,,1999-08-23,2014-01-01
CNOOC Limited,中國海洋石油有限公司,00883,Current,FU Cheng Yu,傅成玉,Executive Director,Chairman,1999-08-23,2010-09-16
CNOOC Limited,中國海洋石油有限公司,00883,Current,CHIU Sung Hong,趙崇康,Independent Non Executive Director,,1999-09-07,
Man Yue Technology Holdings Limited,萬裕科技集團有限公司,00894,Current,LO Kwok Kwei David,羅國貴,Independent Non Executive Director,,1999-11-25,
Multifield International Holdings Limited,萬事昌國際控股有限公司,00898,Current,LAU Chi Yung Kenneth,劉志勇,Executive Director,Chairman,1997-02-19,
Multifield International Holdings Limited,萬事昌國際控股有限公司,00898,Current,LEE Siu Man Ervin,李兆民,Independent Non Executive Director,,1997-09-03,2021-05-27
Multifield International Holdings Limited,萬事昌國際控股有限公司,00898,Current,LAU Kei Chi Michael,劉志奇,Executive Director,,1997-02-19,
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,00900,Current,LAI Yuk Kwong,黎玉光,Executive Director,,1999-06-16,2012-07-21
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,00900,Current,KIMURA Yoichi,木村洋一,Non Executive Director,,1999-06-16,2006-04-26
TPV Technology Limited,冠捷科技有限公司,00903,Delisted,CHAN Boon Teong,曾文仲,Independent Non Executive Director,,1999-09-01,2019-11-15
TPV Technology Limited,冠捷科技有限公司,00903,Delisted,HSUAN Jason,宣建生,Executive Director,"Chairman, CEO",1999-09-01,2019-11-15
TPV Technology Limited,冠捷科技有限公司,00903,Delisted,KU Chia Tai,谷家泰,Independent Non Executive Director,,1999-09-01,2019-11-15
TPV Technology Limited,冠捷科技有限公司,00903,Delisted,HOUNG Yu Te,洪育德,Executive Director,,1999-09-01,2009-10-13
Elegance Optical International Holdings Limited,高雅光學國際集團有限公司,00907,Current,PIETRIBIASI Mario,,Non Executive Director,,1997-04-18,2008-07-18
Zhuhai Holdings Investment Group Limited,珠海控股投資集團有限公司,00908,Delisted,CHEN Yonglin,陳永林,Executive Director,,1998-10-30,2007-04-19
Zhuhai Holdings Investment Group Limited,珠海控股投資集團有限公司,00908,Delisted,LIANG Han,梁漢,Non Executive Director,,1998-01-28,2012-04-10
Zhuhai Holdings Investment Group Limited,珠海控股投資集團有限公司,00908,Delisted,HUI Chiu Chung Stephen,許照中,Independent Non Executive Director,,1998-04-30,2021-06-18
Zhuhai Holdings Investment Group Limited,珠海控股投資集團有限公司,00908,Delisted,CHU Yu Lin David,朱幼麟,Independent Non Executive Director,,1998-04-30,2021-06-18
Zhuhai Holdings Investment Group Limited,珠海控股投資集團有限公司,00908,Delisted,YU Hua Guo,余華國,Executive Director,,1998-01-28,2008-09-03
China Sandi Holdings Limited,中國三迪控股有限公司,00910,Current,LO Cheung Kin,盧象乾,Independent Non Executive Director,,1998-10-25,2009-09-30
China Sandi Holdings Limited,中國三迪控股有限公司,00910,Current,NG Leung Ho,吳良好,Executive Director,Chairman,1998-09-24,2009-09-30
China Sandi Holdings Limited,中國三迪控股有限公司,00910,Current,ZOU Zi Ping,鄒子平,Independent Non Executive Director,,1998-10-25,2009-09-30
China Sandi Holdings Limited,中國三迪控股有限公司,00910,Current,LEE Ming Hin,李明憲,Executive Director,CEO,1998-09-24,2009-09-30
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,00914,Current,GUO Jing Bin,郭景彬,Executive Director,,1997-09-01,2014-06-20
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,00914,Current,GUO Wen San,郭文叁,Executive Director,Chairman,1997-09-01,2015-12-04
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,00914,Current,YU Biao,余彪,Executive Director,,1997-09-01,2009-12-23
New World China Land Limited,新世界中國地產有限公司,00917,Delisted,FU Sze Shing,符史聖,Non Executive Director,,1999-06-03,2009-12-01
New World China Land Limited,新世界中國地產有限公司,00917,Delisted,DOO Wai Hoi William,杜惠愷,Executive Director,,1999-06-03,2010-01-08
New World China Land Limited,新世界中國地產有限公司,00917,Delisted,CHOW Kwai Cheung,周桂昌,Executive Director,,1999-06-03,2010-01-08
New World China Land Limited,新世界中國地產有限公司,00917,Delisted,CHOW Yu Chun Alexander,周宇俊,Executive Director,,1999-06-03,2011-01-01
New World China Land Limited,新世界中國地產有限公司,00917,Delisted,TIEN Pei Chun James,田北俊,Independent Non Executive Director,,1999-06-29,2016-08-04
New World China Land Limited,新世界中國地產有限公司,00917,Delisted,CHENG Wai Chee Christopher,鄭維志,Independent Non Executive Director - A/F,,1999-06-29,2016-08-04
New World China Land Limited,新世界中國地產有限公司,00917,Delisted,LEUNG Chi Kin Stewart,梁志堅,Executive Director,,1999-06-03,2010-01-08
New World China Land Limited,新世界中國地產有限公司,00917,Delisted,CHENG Kar Shing,鄭家成,Executive Director,,1999-06-03,2016-08-04
State Energy Group International Assets Holdings Limited,國能集團國際資產控股有限公司,00918,Current,PANG Shu Yuk Adeline Rita,彭書玉,Executive Director,,1997-07-16,2016-11-22
State Energy Group International Assets Holdings Limited,國能集團國際資產控股有限公司,00918,Current,WONG Tek Sun Takson,黃德順,Executive Director,"Chairman, CEO",1997-07-16,2016-11-22
State Energy Group International Assets Holdings Limited,國能集團國際資產控股有限公司,00918,Current,LEE Kwok Cheung,李國祥,Independent Non Executive Director - A/F,,1997-09-02,2008-09-30
Beijing Properties (Holdings) Limited,北京建設(控股)有限公司,00925,Current,LIN Chun Fu,林春福,Executive Director,,1997-10-21,2009-09-22
Beijing Properties (Holdings) Limited,北京建設(控股)有限公司,00925,Current,LI Chien Kuan,李鑑光,Executive Director,,1997-10-21,2009-08-17
Beijing Properties (Holdings) Limited,北京建設(控股)有限公司,00925,Current,GOH Gen Cheung,葛根祥,Independent Non Executive Director,,1997-11-14,
Beijing Properties (Holdings) Limited,北京建設(控股)有限公司,00925,Current,CHAN Charnwut Bernard,陳智思,Independent Non Executive Director,,1997-12-20,2007-05-30
Beijing Properties (Holdings) Limited,北京建設(控股)有限公司,00925,Current,LIN Chun Kuei,林春癸,Executive Director,"Chairman, CEO",1997-10-21,2009-07-16
Egana Jewellery & Pearls Limited,聯洲珠寶有限公司,00926,Delisted,SEEBERGER Hans-Joerg,史璧加,Executive Director,"Chairman, CEO",1997-05-27,2006-10-24
Egana Jewellery & Pearls Limited,聯洲珠寶有限公司,00926,Delisted,SIN Cho Chiu Charles,冼袓昭,Independent Non Executive Director,,1997-11-18,2006-10-24
Egana Jewellery & Pearls Limited,聯洲珠寶有限公司,00926,Delisted,SAEKI Shunji,佐伯俊治,Executive Director,,1997-12-19,2006-10-24
Egana Jewellery & Pearls Limited,聯洲珠寶有限公司,00926,Delisted,POIX Michael Richard,華米高,Executive Director,,1997-05-27,2006-10-24
Egana Jewellery & Pearls Limited,聯洲珠寶有限公司,00926,Delisted,BOMMERS Michael,,Executive Director,,1997-12-19,2006-10-24
Egana Jewellery & Pearls Limited,聯洲珠寶有限公司,00926,Delisted,LEE Ka Yue Peter,李嘉渝,Executive Director,,1997-05-27,2006-10-24
Asia Aluminum Holdings Limited,亞洲鋁業控股有限公司,00930,Delisted,KWONG Wui Chun,鄺滙珍,Executive Director,Chairman,1998-01-22,2006-05-24
Sinopec Kantons Holdings Limited,中石化冠德控股有限公司,00934,Current,TAM Wai Chu Maria,譚惠珠,Independent Non Executive Director,,1998-03-25,
Sinopec Kantons Holdings Limited,中石化冠德控股有限公司,00934,Current,WONG Po Yan,黃保欣,Independent Non Executive Director,,1998-03-25,2014-03-31
Man Sang International Limited,民生國際有限公司,00938,Current,CHENG Chung Hing,鄭松興,Executive Director,Chairman,1997-08-04,2009-10-06
Man Sang International Limited,民生國際有限公司,00938,Current,CHENG Tai Po,鄭大報,Executive Director,,1997-08-04,2014-10-16
Man Sang International Limited,民生國際有限公司,00938,Current,YAN Sau Man Amy,甄秀雯,Executive Director,,1997-08-12,2014-10-16
China Mobile Limited,中國移動有限公司,00941,Current,HE Ning,何寧,Executive Director,,1998-08-31,2006-01-03
China Mobile Limited,中國移動有限公司,00941,Current,XU Long,徐龍,Executive Director,,1999-08-30,2012-12-14
China Mobile Limited,中國移動有限公司,00941,Current,LI Gang,李剛,Executive Director,,1999-08-30,2006-01-03
Zhongzheng International Company Limited,中證國際有限公司,00943,Current,TING Leung Huel Stephen,丁良輝,Independent Non Executive Director - A/F,,1999-10-06,2007-07-03
Zhongzheng International Company Limited,中證國際有限公司,00943,Current,CHOW Siu Ngor,鄒小岳,Independent Non Executive Director,,1999-10-01,2007-07-03
Manulife Financial Corporation,宏利金融有限公司,00945,Current,CELESTE Lino Joseph,,Independent Non Executive Director - A/F,,1999-02-24,2010-05-06
Manulife Financial Corporation,宏利金融有限公司,00945,Current,GRAHAM Allister Peter,,Independent Non Executive Director - A/F,,1999-05-19,2008-05-08
Manulife Financial Corporation,宏利金融有限公司,00945,Current,DINEEN Robert Emmet,,Independent Non Executive Director - A/F,,1999-05-19,2013-05-02
Manulife Financial Corporation,宏利金融有限公司,00945,Current,DUCROS Pierre Yves,,Independent Non Executive Director,,1999-09-30,2011-05-05
Manulife Financial Corporation,宏利金融有限公司,00945,Current,SAWCHUK Arthur Robert,,Independent Non Executive Director - A/F,Chairman,1999-05-19,2008-10-01
Hua Lien International (Holding) Company Limited,華聯國際(控股)有限公司,00969,Current,LIAW Yuan Chian,廖元江,Executive Director,Managing Director,1998-04-27,2010-12-16
Hua Lien International (Holding) Company Limited,華聯國際(控股)有限公司,00969,Current,FU Heng Yang,傅恆揚,Independent Non Executive Director - A/F,,1999-10-26,2007-07-04
Hua Lien International (Holding) Company Limited,華聯國際(控股)有限公司,00969,Current,CHAITEERATH Boonchai,蔡禮任,Executive Director,Chairman,1999-10-26,2006-03-28
China Merchants Land Limited,招商局置地有限公司,00978,Current,AU Wai Man,區偉民,Executive Director,,1997-08-22,2009-01-01
China Merchants Land Limited,招商局置地有限公司,00978,Current,WONG Ki Cheung,黃其昌,Executive Director,,1997-05-30,2011-01-01
China Merchants Land Limited,招商局置地有限公司,00978,Current,LING Siu Man,淩少文,Executive Director,"Chairman, Managing Director",1997-05-30,2011-01-01
China Merchants Land Limited,招商局置地有限公司,00978,Current,LI Fung Ching Catherine,李鳳貞,Executive Director,,1997-05-30,2011-01-01
China Merchants Land Limited,招商局置地有限公司,00978,Current,PANG Hon Chung,彭漢中,Independent Non Executive Director - A/F,,1997-09-03,2012-06-23
China Merchants Land Limited,招商局置地有限公司,00978,Current,LEE Ka Yue Peter,李嘉渝,Executive Director,,1997-06-06,2007-08-03
China Merchants Land Limited,招商局置地有限公司,00978,Current,WONG Wai Kwong David,黃偉光,Non Executive Director,,1997-08-11,2007-08-03
China Merchants Land Limited,招商局置地有限公司,00978,Current,HO Fook Hong Ferdinand,何福康,Independent Non Executive Director,,1997-09-03,2006-04-01
China Merchants Land Limited,招商局置地有限公司,00978,Current,LIU Hoi Keung Gary,廖開強,Executive Director,CEO,1998-07-22,2007-12-01
SOCAM Development Limited,瑞安建業有限公司,00983,Current,WONG Fook Lam Raymond,黃福霖,Executive Director,,1997-01-08,2007-06-14
SOCAM Development Limited,瑞安建業有限公司,00983,Current,LOWE HOH Wai Wan Vivien,羅何慧雲,Executive Director,,1997-01-08,2009-12-01
SOCAM Development Limited,瑞安建業有限公司,00983,Current,GRIFFITHS Anthony,祁雅理,Independent Non Executive Director - A/F,,1997-01-08,2010-05-28
SOCAM Development Limited,瑞安建業有限公司,00983,Current,WONG Yuet Leung Frankie,黃月良,Executive Director,,1997-01-08,2011-09-01
SOCAM Development Limited,瑞安建業有限公司,00983,Current,CHOI Yuk Keung Lawrence,蔡玉強,Executive Director,Managing Director,1997-01-08,2015-12-31
SOCAM Development Limited,瑞安建業有限公司,00983,Current,LO Hong Sui Vincent,羅康瑞,Executive Director,Chairman,1997-01-08,
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,00984,Current,LAM Man Tin Soul,林文鈿,Executive Director,Managing Director,1999-05-12,2012-05-25
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,00984,Current,WONG Mun Yu,黃敏儒,Executive Director,,1999-05-12,2010-03-19
Hua Yin International Holdings Limited,華音國際控股有限公司,00989,Current,SHUI Ming Hua,水明華,Executive Director,,1998-12-19,2006-03-06
"Datang International Power Generation Co., Ltd.",大唐國際發電股份有限公司,00991,Current,ZHANG Yi,張懿,Executive Director,,1999-04-29,2008-05-30
"Datang International Power Generation Co., Ltd.",大唐國際發電股份有限公司,00991,Current,TONG Yun Shang,佟允上,Non Executive Director,,1999-04-29,2007-06-30
"Datang International Power Generation Co., Ltd.",大唐國際發電股份有限公司,00991,Current,YANG Hong Ming,楊洪明,Executive Director,,1998-04-21,2007-06-30
"Datang International Power Generation Co., Ltd.",大唐國際發電股份有限公司,00991,Current,HU Sheng Mu,胡繩木,Non Executive Director,,1998-04-21,2016-07-01
Lenovo Group Limited,聯想集團有限公司,00992,Current,WOO Chia Wei,吳家瑋,Independent Non Executive Director,,1999-08-23,2012-07-03
Lenovo Group Limited,聯想集團有限公司,00992,Current,WONG Wai Ming,黃偉明,Independent Non Executive Director - A/F,,1999-03-30,2007-05-23
Lenovo Group Limited,聯想集團有限公司,00992,Current,MA Xue Zheng Mary,馬雪征,Executive Director,,1997-05-15,2007-05-23
Lenovo Group Limited,聯想集團有限公司,00992,Current,YANG Yuan Qing,楊元慶,Executive Director,"Chairman, CEO",1997-12-16,
Huarong International Financial Holdings Limited,華融國際金融控股有限公司,00993,Current,CHEUNG Haywood,張德熙,Executive Director,,1997-07-11,2010-04-23
Anhui Expressway Company Limited,安徽皖通高速公路股份有限公司,00995,Current,TU Xiao Bei,屠筱北,Executive Director,,1999-08-16,2014-08-17
Anhui Expressway Company Limited,安徽皖通高速公路股份有限公司,00995,Current,WANG Shui,王水,Executive Director,Chairman,1999-08-16,2010-03-26
China Smarter Energy Group Holdings Limited,中國智慧能源集團控股有限公司,01004,Current,NG Ngan Lung Freddy,吳銀龍,Executive Director,CEO,1997-10-09,2007-08-31
China Smarter Energy Group Holdings Limited,中國智慧能源集團控股有限公司,01004,Current,HO Man Kay Angela,何文琪,Independent Non Executive Director,,1997-10-09,2007-08-31
China Smarter Energy Group Holdings Limited,中國智慧能源集團控股有限公司,01004,Current,CHAN Wing Yuen Hubert,陳永源,Independent Non Executive Director,,1999-09-01,2007-08-31
Balk 1798 Group Limited,巴克1798集團有限公司,01010,Current,SETO Yee Woon John,司徒汝奐,Executive Director,Chairman,1997-05-01,2006-03-09
Balk 1798 Group Limited,巴克1798集團有限公司,01010,Current,YIP Chi Hung,葉稚雄,Executive Director,Chairman,1998-11-02,2014-11-27
Sinopec Oilfield Service Corporation,中石化石油工程技術服務股份有限公司,01033,Current,LONG Xing Ping,龍幸平,Executive Director,,1999-12-23,2015-02-09
Sinopec Oilfield Service Corporation,中石化石油工程技術服務股份有限公司,01033,Current,QIAN Heng Ge,錢衡格,Executive Director,Chairman,1998-01-08,2010-08-06
Sinopec Oilfield Service Corporation,中石化石油工程技術服務股份有限公司,01033,Current,XIAO Wei Zhen,肖維箴,Executive Director,Managing Director,1998-01-08,2014-04-03
Sinopec Oilfield Service Corporation,中石化石油工程技術服務股份有限公司,01033,Current,SUN Zhi Hong,孫志鴻,Executive Director,,1999-12-23,2015-02-09
Vanke Overseas Investment Holding Company Limited,萬科海外投資控股有限公司,01036,Current,AU Hing Lun Dennis,區慶麟,Alternate Director,,1998-12-17,2007-10-04
Vanke Overseas Investment Holding Company Limited,萬科海外投資控股有限公司,01036,Current,HO Fook Hong Ferdinand,何福康,Independent Non Executive Director,,1998-12-18,2007-08-23
Vanke Overseas Investment Holding Company Limited,萬科海外投資控股有限公司,01036,Current,CHENG Wai Chee Christopher,鄭維志,Non Executive Director,Chairman,1997-05-01,2012-09-01
Vanke Overseas Investment Holding Company Limited,萬科海外投資控股有限公司,01036,Current,CHENG Wai Sun Edward,鄭維新,Non Executive Director,,1999-12-16,2012-09-01
Maxnerva Technology Services Limited,雲智匯科技服務有限公司,01037,Current,CHAN Yuen Mei Pinky,陳婉薇,Executive Director,,1998-12-08,2015-11-25
CK Infrastructure Holdings Limited,長江基建集團有限公司,01038,Current,FOK Kin Ning Canning,霍建寧,Executive Director,,1997-03-10,
CK Infrastructure Holdings Limited,長江基建集團有限公司,01038,Current,CHOW WOO Mo Fong Susan,周胡慕芳,Alternate Director,,1997-03-10,2023-07-01
CK Infrastructure Holdings Limited,長江基建集團有限公司,01038,Current,TSO Kai Sum,曹棨森,Executive Director,,1997-03-20,2013-01-01
Coslight Technology International Group Limited,光宇國際集團科技有限公司,01043,Delisted,LUO Ming Hua,羅明花,Executive Director,,1999-07-06,
Coslight Technology International Group Limited,光宇國際集團科技有限公司,01043,Delisted,ZHANG Li Ming,張立明,Executive Director,,1999-06-02,
Coslight Technology International Group Limited,光宇國際集團科技有限公司,01043,Delisted,JIANG Zhao Hua,姜兆華,Independent Non Executive Director,,1999-10-15,2012-07-23
Coslight Technology International Group Limited,光宇國際集團科技有限公司,01043,Delisted,LI Zeng Lin,李増林,Independent Non Executive Director,,1999-07-06,
Coslight Technology International Group Limited,光宇國際集團科技有限公司,01043,Delisted,LI Ke Xue,李克學,Executive Director,,1999-07-06,
Coslight Technology International Group Limited,光宇國際集團科技有限公司,01043,Delisted,XING Kai,邢凱,Executive Director,,1999-07-06,
Coslight Technology International Group Limited,光宇國際集團科技有限公司,01043,Delisted,LIU Xing Quan,劉興權,Executive Director,,1999-07-06,
Coslight Technology International Group Limited,光宇國際集團科技有限公司,01043,Delisted,SONG Dian Quan,宋殿權,Executive Director,Chairman,1999-06-22,
Hengan International Group Company Limited,恒安國際集團有限公司,01044,Current,WONG Ying Kay Ada,黃英琦,Independent Non Executive Director,,1998-10-22,
Hengan International Group Company Limited,恒安國際集團有限公司,01044,Current,HUI Lin Chit,許連捷,Executive Director,,1998-08-26,
Hengan International Group Company Limited,恒安國際集團有限公司,01044,Current,SZE Man Bok,施文博,Executive Director,Chairman,1998-08-26,
Hengan International Group Company Limited,恒安國際集團有限公司,01044,Current,XU Da Zuo,許大座,Executive Director,,1998-08-26,
Hengan International Group Company Limited,恒安國際集團有限公司,01044,Current,CHAN Henry,陳銘潤,Independent Non Executive Director - A/F,,1998-10-22,2023-05-22
Hengan International Group Company Limited,恒安國際集團有限公司,01044,Current,HUNG Ching Shan,洪青山,Executive Director,,1998-08-26,2023-05-22
Hengan International Group Company Limited,恒安國際集團有限公司,01044,Current,XU Chun Man,許春滿,Executive Director,,1998-08-26,2023-05-22
Hengan International Group Company Limited,恒安國際集團有限公司,01044,Current,YEUNG Wing Chun,楊榮春,Executive Director,,1998-08-26,2009-05-20
Hengan International Group Company Limited,恒安國際集團有限公司,01044,Current,ZHANG Shi Pao,張時跑,Executive Director,,1998-08-26,2006-07-04
APT Satellite Holdings Limited,亞太衛星控股有限公司,01045,Current,WU Zhen Mu,吳真木,Non Executive Director,,1998-06-23,2012-03-20
APT Satellite Holdings Limited,亞太衛星控股有限公司,01045,Current,LIU Ji Yuan,劉紀原,Non Executive Director,Chairman,1998-06-08,2006-12-07
Universe Entertainment and Culture Group Company Limited,寰宇娛樂文化集團有限公司,01046,Current,CHIU Suet Ying,趙雪英,Executive Director,,1999-05-12,2010-08-16
Universe Entertainment and Culture Group Company Limited,寰宇娛樂文化集團有限公司,01046,Current,LAM Shiu Ming Daneil,林小明,Executive Director,Chairman,1999-05-12,
Universe Entertainment and Culture Group Company Limited,寰宇娛樂文化集團有限公司,01046,Current,NG Kwok Tung,伍國棟,Independent Non Executive Director - A/F,,1999-05-12,2013-12-02
Celestial Asia Securities Holdings Limited,時富投資集團有限公司,01049,Current,KWAN Pak Hoo Bankee,關百豪,Executive Director,"Chairman, CEO",1998-03-09,
Celestial Asia Securities Holdings Limited,時富投資集團有限公司,01049,Current,WONG Chuk Yan,黃作仁,Independent Non Executive Director - A/F,,1998-06-03,
Celestial Asia Securities Holdings Limited,時富投資集團有限公司,01049,Current,LAW Ping Wah,羅炳華,Executive Director,,1998-03-09,2019-07-01
Celestial Asia Securities Holdings Limited,時富投資集團有限公司,01049,Current,LI Yuen Cheuk Thomas,李淵爵,Executive Director,,1998-05-06,2006-12-01
Karrie International Holdings Limited,嘉利國際控股有限公司,01050,Current,LEE Shu Ki,李樹琪,Executive Director,,1997-12-08,2016-03-01
Karrie International Holdings Limited,嘉利國際控股有限公司,01050,Current,CHAN Sui Sum Raymond,陳瑞森,Independent Non Executive Director,,1998-02-05,2015-11-01
Yuexiu Transport Infrastructure Limited,越秀交通基建有限公司,01052,Current,ZHANG Si Yuan,張思源,Executive Director,,1999-08-01,2009-11-03
Yuexiu Transport Infrastructure Limited,越秀交通基建有限公司,01052,Current,CHEUNG Doi Shu,張岱樞,Independent Non Executive Director,,1997-07-24,
Chongqing Iron & Steel Company Limited,重慶鋼鐵股份有限公司,01053,Current,TANG Min Wei,唐民偉,Executive Director,Chairman,1999-12-06,2006-04-26
Chongqing Iron & Steel Company Limited,重慶鋼鐵股份有限公司,01053,Current,WU Zhong Fu,吳中福,Independent Non Executive Director,,1997-08-12,2006-06-09
SunCorp Technologies Limited,新確科技有限公司,01063,Current,CHIA Thomas,賈元平,Independent Non Executive Director,,1999-09-10,2008-03-31
SunCorp Technologies Limited,新確科技有限公司,01063,Current,AMOUR Peter Francis,區沛達,Executive Director,,1999-09-10,2008-03-04
