Listed Company's English Name,Listed Company's Chinese Name,Stock Code,Listing Status,Director's English Name,Director's Chinese Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd)
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,ZHU Guo Bin,朱國斌,Independent Non Executive Director,,2012-12-31,
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,ZHU Sheng Liang,朱勝良,Executive Director,,2008-05-28,2022-12-29
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,TING Kwok Kit Johnny,丁國傑,Executive Director,,2014-11-03,2021-06-30
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,WANG Chuan Tao,王川濤,Executive Director,CEO,2009-04-27,2021-05-01
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,HUANG Chun Hua,黃春華,Executive Director,,2010-06-17,2020-12-27
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,SONG Jian,宋健,Independent Non Executive Director,,2010-05-14,2019-12-31
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,HUI Wing Sang Wilson,許永生,Executive Director,,2007-09-11,2019-09-02
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,XU Jiang Guo,徐建國,Executive Director,,2010-06-17,2019-08-01
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,WONG Lee Hing,王利興,Independent Non Executive Director,,2008-10-24,2017-10-31
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,JANG Bor Zeng Bohr,張博增,Executive Director,,2012-11-19,2014-10-31
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,ZHAMU Aruna,扎姆 阿茹娜,Non Executive Director,,2012-11-19,2014-10-31
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,ZHANG Zhen Wei,張振威,Executive Director,,2010-06-17,2013-05-15
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,ZHU Guo Bin,朱國斌,Non Executive Director,,2010-07-15,2012-12-31
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,CHAN Fung Yi,陳鳳儀,Independent Non Executive Director - A/F,,2011-06-07,2012-05-23
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,HE Bang Jie,何邦傑,Independent Non Executive Director,,2003-04-11,2012-05-23
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,HONG Shu Guang,洪曙光,Executive Director,,2010-07-15,2011-11-09
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,TING Kwok Kit Johnny,丁國傑,Independent Non Executive Director - A/F,,2007-11-19,2011-05-31
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,WANG Wei,王瑋,Executive Director,,2010-06-17,2011-05-26
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,HOU Jun Wen,侯俊文,Executive Director,,2009-04-27,2010-06-23
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,WANG Xiao Lin,王曉麟,Executive Director,CEO,2007-09-11,2009-04-15
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,BA Shu Song,巴曙松,Independent Non Executive Director,,2008-09-11,2008-10-24
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,LI Zheng Jack,李崢,Independent Non Executive Director,,2007-06-04,2008-08-11
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,CHEN Pei Quan,陳培全,Executive Director,,2008-01-15,2008-05-28
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,ROYBA Yury,尢利羅伊巴,Executive Director,,2008-01-15,2008-05-28
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,CHEUNG Wai Tak,張偉德,Independent Non Executive Director - A/F,,2007-04-24,2007-11-16
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,LI Jun,李珺,Executive Director,CEO,2000-08-01,2007-10-30
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,HUANG Chun Hua,黃春華,Executive Director,,2000-08-01,2007-10-08
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,KUBO Chizuko,久保千鶴子,Non Executive Director,,2006-04-21,2007-10-08
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,SUN Yu Wen,孫裕文,Executive Director,,2003-04-30,2007-10-08
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,HU Pei Sheng,胡培聲,Independent Non Executive Director,,2006-11-09,2007-06-04
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,LEE Ho Yip,李豪業,Independent Non Executive Director - A/F,,2004-09-28,2007-03-31
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,LAW Wing Tak Jack,羅永德,Executive Director,,2004-09-28,2007-02-28
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,WANG Jian,王健,Independent Non Executive Director,,2003-04-11,2006-11-09
Hybrid Kinetic Group Limited,正道集團有限公司,1188,Current,KUBO Chizuko,久保千鶴子,Executive Director,,2003-08-05,2006-04-20
Hysan Development Company Limited,希慎興業有限公司,14,Current,CHUNG Cordelia,鍾郝儀,Independent Non Executive Director,,2023-05-16,
Hysan Development Company Limited,希慎興業有限公司,14,Current,CHURCHOUSE Frederick Peter,,Independent Non Executive Director,,2012-12-10,
Hysan Development Company Limited,希慎興業有限公司,14,Current,FAN Yan Hok Philip,范仁鶴,Independent Non Executive Director,,2010-01-11,
Hysan Development Company Limited,希慎興業有限公司,14,Current,LEE Chien,利乾,Non Executive Director,,1988-05-04,
Hysan Development Company Limited,希慎興業有限公司,14,Current,LEE Hsien Pin Anthony,利憲彬,Non Executive Director,,1994-03-11,
Hysan Development Company Limited,希慎興業有限公司,14,Current,LEE Tze Hau Michael,利子厚,Non Executive Director,,2010-01-11,
Hysan Development Company Limited,希慎興業有限公司,14,Current,LEE Yun Lien Irene,利藴蓮,Executive Director,Chairman,2012-03-08,
Hysan Development Company Limited,希慎興業有限公司,14,Current,LUI Kon Wai,,Executive Director,,2021-10-01,
Hysan Development Company Limited,希慎興業有限公司,14,Current,POON Chung Yin Joseph,潘仲賢,Independent Non Executive Director,,2010-01-11,
Hysan Development Company Limited,希慎興業有限公司,14,Current,WONG Ching Ying Belinda,王靜瑛,Independent Non Executive Director,,2018-12-18,
Hysan Development Company Limited,希慎興業有限公司,14,Current,YANG Chi Hsin Trevor,楊子信,Alternate Director,,2015-04-29,
Hysan Development Company Limited,希慎興業有限公司,14,Current,YOUNG Elaine Carole,,Independent Non Executive Director,,2022-03-09,
Hysan Development Company Limited,希慎興業有限公司,14,Current,JEBSEN Hans Michael,捷成漢,Non Executive Director,,1994-05-12,2023-05-16
Hysan Development Company Limited,希慎興業有限公司,14,Current,LAU Juen Yee Lawrence,劉遵義,Independent Non Executive Director,,2014-12-12,2020-05-13
Hysan Development Company Limited,希慎興業有限公司,14,Current,LAU Siu Chuen,劉少全,Non Executive Director,CEO,2011-05-09,2017-05-15
Hysan Development Company Limited,希慎興業有限公司,14,Current,ALLEN Nicholas Charles,聶雅倫,Independent Non Executive Director - A/F,,2009-11-17,2016-05-13
Hysan Development Company Limited,希慎興業有限公司,14,Current,YUNG Wen Yee Wendy,容韻儀,Executive Director,,2008-04-01,2015-10-24
Hysan Development Company Limited,希慎興業有限公司,14,Current,LI Kam Wing,李錦榮,Alternate Director,,2004-06-18,2015-04-29
Hysan Development Company Limited,希慎興業有限公司,14,Current,YIM Lui Fai Gerry,嚴磊輝,Executive Director,CEO,2009-12-01,2012-05-14
Hysan Development Company Limited,希慎興業有限公司,14,Current,LEE Yun Lien Irene,利藴蓮,Non Executive Director,Chairman,2011-03-09,2012-03-08
Hysan Development Company Limited,希慎興業有限公司,14,Current,AKERS-JONES David,鍾逸傑,Independent Non Executive Director - A/F,Chairman,1989-06-16,2011-05-09
Hysan Development Company Limited,希慎興業有限公司,14,Current,LAU Siu Chuen,劉少全,Alternate Director,,2010-12-03,2011-05-09
Hysan Development Company Limited,希慎興業有限公司,14,Current,RUDGARD LEE Tak Yung Deanna Ruth,利德蓉,Non Executive Director,,1993-09-17,2011-05-09
Hysan Development Company Limited,希慎興業有限公司,14,Current,LEE Yun Lien Irene,利藴蓮,Alternate Director,,2011-01-11,2011-03-08
Hysan Development Company Limited,希慎興業有限公司,14,Current,HU Fa Kuang,胡法光,Independent Non Executive Director,,2008-03-27,2010-05-11
Hysan Development Company Limited,希慎興業有限公司,14,Current,HU Liang Ming Raymond,胡亮明,Alternate Director,,1988-08-26,2010-05-11
Hysan Development Company Limited,希慎興業有限公司,14,Current,YEH Meou Tsen Geoffrey,葉謀遵,Independent Non Executive Director,,1979-05-21,2010-05-11
Hysan Development Company Limited,希慎興業有限公司,14,Current,LEE Ting Chang Peter,利定昌,Executive Director,Chairman,1988-10-04,2009-10-17
Hysan Development Company Limited,希慎興業有限公司,14,Current,TSANG Tin For,曾殿科,Executive Director,,2008-04-01,2009-09-29
Hysan Development Company Limited,希慎興業有限公司,14,Current,BEHRENS SORENSEN Tom,,Independent Non Executive Director,,2007-05-08,2009-05-18
Hysan Development Company Limited,希慎興業有限公司,14,Current,SMITH Timonthy John,施敏夫,Alternate Director,,2006-04-12,2009-05-18
Hysan Development Company Limited,希慎興業有限公司,14,Current,YU WONG Wah Ling Pauline,,Executive Director,,1991-11-18,2008-05-14
Hysan Development Company Limited,希慎興業有限公司,14,Current,HU Fa Kuang,胡法光,Non Executive Director,,1979-05-21,2008-03-27
Hysan Development Company Limited,希慎興業有限公司,14,Current,JORGENSEN Per,,Independent Non Executive Director - A/F,,1981-08-13,2007-05-08
Hysan Development Company Limited,希慎興業有限公司,14,Current,LEE Tze Hau Michael,利子厚,Executive Director,Managing Director,1990-03-12,2007-05-08
i-Cable Communications Limited,有線寬頻通訊有限公司,1097,Current,CHENG Kar Shun,鄭家純,Non Executive Director,Chairman,2017-09-15,
i-Cable Communications Limited,有線寬頻通訊有限公司,1097,Current,HU Shao Ming Herman,胡曉明,Independent Non Executive Director,,2012-04-01,
i-Cable Communications Limited,有線寬頻通訊有限公司,1097,Current,LAM Kin Fung Jeffrey,林健鋒,Independent Non Executive Director,,2017-09-15,
i-Cable Communications Limited,有線寬頻通訊有限公司,1097,Current,LIE KEN JIE Ket Heng Remy Anthony,李國恒,Executive Director,,2019-07-02,
i-Cable Communications Limited,有線寬頻通訊有限公司,1097,Current,LUK Koon Hoo,陸觀豪,Independent Non Executive Director,,2010-09-16,
i-Cable Communications Limited,有線寬頻通訊有限公司,1097,Current,LUK Wai Ki Elvis,陸偉棋,Executive Director,,2023-05-03,
i-Cable Communications Limited,有線寬頻通訊有限公司,1097,Current,NG Yuk Mui Jessica,吳旭茉,Non Executive Director,,2019-07-02,
i-Cable Communications Limited,有線寬頻通訊有限公司,1097,Current,TANG Sing Ming Sherman,湯聖明,Independent Non Executive Director,,2014-01-01,
i-Cable Communications Limited,有線寬頻通訊有限公司,1097,Current,TO Chi Hak,杜之克,Executive Director,CEO,2023-05-03,
i-Cable Communications Limited,有線寬頻通訊有限公司,1097,Current,TSANG On Yip Patrick,曾安業,Executive Director,,2017-09-15,
i-Cable Communications Limited,有線寬頻通訊有限公司,1097,Current,CHIU Tat Cheong David,邱達昌,Non Executive Director,,2017-09-15,2023-05-03
i-Cable Communications Limited,有線寬頻通訊有限公司,1097,Current,CHIU Wah Wai Andrew,邱華瑋,Non Executive Director,,2017-09-15,2023-05-03
i-Cable Communications Limited,有線寬頻通訊有限公司,1097,Current,HOONG Cheong Thard Chris,孔祥達,Non Executive Director,,2017-09-15,2023-05-03
i-Cable Communications Limited,有線寬頻通訊有限公司,1097,Current,CHENG Chi Kong,鄭志剛,Non Executive Director,,2017-09-15,2019-07-02
i-Cable Communications Limited,有線寬頻通訊有限公司,1097,Current,KWAN Jut Ho,關則豪,Executive Director,,2007-02-01,2018-03-01
i-Cable Communications Limited,有線寬頻通訊有限公司,1097,Current,NG Tin Hoi Stephen,吳天海,Executive Director,"Chairman, CEO",1999-09-20,2017-09-15
i-Cable Communications Limited,有線寬頻通訊有限公司,1097,Current,TSUI Yiu Cheung,徐耀祥,Non Executive Director,,2009-06-04,2017-09-15
i-Cable Communications Limited,有線寬頻通訊有限公司,1097,Current,WU Yung Wei Patrick,胡勇為,Independent Non Executive Director,,2007-05-17,2017-09-15
i-Cable Communications Limited,有線寬頻通訊有限公司,1097,Current,HO Ting Kwan,何定鈞,Independent Non Executive Director,,2009-03-16,2014-06-04
i-Cable Communications Limited,有線寬頻通訊有限公司,1097,Current,YEUNG Kwok Ki Anthony,楊國琦,Independent Non Executive Director - A/F,,2004-09-28,2012-06-01
i-Cable Communications Limited,有線寬頻通訊有限公司,1097,Current,MAK Shair On Peter,麥社安,Executive Director,,2006-08-01,2009-06-03
i-Cable Communications Limited,有線寬頻通訊有限公司,1097,Current,SUN Tai Lun,孫大倫,Independent Non Executive Director,,2001-12-27,2009-06-03
i-Cable Communications Limited,有線寬頻通訊有限公司,1097,Current,WU Ying Sheung Gordon,胡應湘,Independent Non Executive Director,,2001-10-24,2008-05-23
i-Cable Communications Limited,有線寬頻通訊有限公司,1097,Current,HU Fa Kuang,胡法光,Independent Non Executive Director,,1999-09-20,2007-05-17
i-Cable Communications Limited,有線寬頻通訊有限公司,1097,Current,LO Chung Wing Victor,羅仲榮,Independent Non Executive Director,,2000-12-18,2006-08-01
i-Cable Communications Limited,有線寬頻通訊有限公司,1097,Current,WONG Sum Fai Samuel,黃森暉,Executive Director,,2003-04-01,2006-01-01
IDT International Limited,萬威國際有限公司,167,Current,CUI Xiao,崔嘯,Non Executive Director,,2020-08-25,
IDT International Limited,萬威國際有限公司,167,Current,XU Jin Wen,徐錦文,Independent Non Executive Director - A/F,,2018-08-25,
IDT International Limited,萬威國際有限公司,167,Current,ZHOU Mei Lin,周美林,Independent Non Executive Director - A/F,,2018-10-18,
IDT International Limited,萬威國際有限公司,167,Current,ZHOU Rui,周銳,Independent Non Executive Director - A/F,,2019-08-30,
IDT International Limited,萬威國際有限公司,167,Current,ZHU Yong Ning,朱永寧,Executive Director,CEO,2018-10-18,
IDT International Limited,萬威國際有限公司,167,Current,WU Qing,吳清,Non Executive Director,,2020-03-31,2020-07-16
IDT International Limited,萬威國際有限公司,167,Current,SONG Rong Rong,宋榮榮,Non Executive Director,,2015-04-01,2020-02-28
IDT International Limited,萬威國際有限公司,167,Current,XU Chi Ming,徐志明,Executive Director,Chairman,2018-10-18,2019-06-26
IDT International Limited,萬威國際有限公司,167,Current,ZHOU Rui,周銳,Independent Non Executive Director - A/F,,2018-10-18,2019-06-26
IDT International Limited,萬威國際有限公司,167,Current,YAN Ke Ya,鄢克亞,Executive Director,CEO,2018-08-01,2018-10-22
IDT International Limited,萬威國際有限公司,167,Current,FOO Piau Phang,符標榜,Executive Director,Chairman,2015-04-01,2018-10-18
IDT International Limited,萬威國際有限公司,167,Current,OUYANG Jie Jiao,歐陽戒驕,Executive Director,,2018-08-25,2018-10-18
IDT International Limited,萬威國際有限公司,167,Current,TU Chia Pin,杜家濱,Independent Non Executive Director - A/F,,2015-08-26,2018-10-18
IDT International Limited,萬威國際有限公司,167,Current,YANG Xiong Sheng,楊雄勝,Independent Non Executive Director - A/F,,2015-08-26,2018-10-18
IDT International Limited,萬威國際有限公司,167,Current,HAN Hong Tu,韓宏圖,Non Executive Director,,2018-03-02,2018-08-25
IDT International Limited,萬威國際有限公司,167,Current,LI Quan,李權,Independent Non Executive Director,,2015-08-26,2018-08-25
IDT International Limited,萬威國際有限公司,167,Current,WU Gang,吳剛,Non Executive Director,,2018-03-02,2018-08-25
IDT International Limited,萬威國際有限公司,167,Current,ZHAO Yu Hong,趙宇紅,Independent Non Executive Director,,2015-08-26,2018-08-25
IDT International Limited,萬威國際有限公司,167,Current,QI Miao,祁淼,Executive Director,CEO,2017-09-11,2018-08-01
IDT International Limited,萬威國際有限公司,167,Current,YAN Ke Ya,鄢克亞,Non Executive Director,,2018-03-02,2018-08-01
IDT International Limited,萬威國際有限公司,167,Current,JING Tian,荊天,Non Executive Director,,2016-12-06,2018-03-02
IDT International Limited,萬威國際有限公司,167,Current,SHI Chang Yun,施長雲,Non Executive Director,,2015-09-15,2018-03-02
IDT International Limited,萬威國際有限公司,167,Current,XIN Ke Xia,辛克俠,Non Executive Director,,2015-04-01,2018-03-02
IDT International Limited,萬威國際有限公司,167,Current,QI Miao,祁淼,Non Executive Director,,2015-12-07,2017-09-11
IDT International Limited,萬威國際有限公司,167,Current,HOU Kaai Wern,侯凱文,Executive Director,CEO,2016-05-12,2017-03-01
IDT International Limited,萬威國際有限公司,167,Current,WANG Yang,王揚,Non Executive Director,,2015-04-01,2016-12-06
IDT International Limited,萬威國際有限公司,167,Current,GAO Huan,高歡,Non Executive Director,,2015-04-01,2015-11-19
IDT International Limited,萬威國際有限公司,167,Current,CHAN Raymond,陳煒文,Non Executive Director,,2015-04-01,2015-08-26
IDT International Limited,萬威國際有限公司,167,Current,KAO Ying Lun,高英麟,Independent Non Executive Director - A/F,,1997-06-11,2015-08-26
IDT International Limited,萬威國際有限公司,167,Current,LO Kai Yiu Anthony,羅啟耀,Independent Non Executive Director - A/F,,1990-07-19,2015-08-26
IDT International Limited,萬威國際有限公司,167,Current,OHMAE Kenichi,大前研一,Independent Non Executive Director,,2001-08-23,2015-08-26
IDT International Limited,萬威國際有限公司,167,Current,SCHMUCKLI Jakob Joachim,,Independent Non Executive Director,,1999-05-25,2015-08-26
IDT International Limited,萬威國際有限公司,167,Current,ZHAO Yu Hong,趙宇紅,Independent Non Executive Director,,2015-08-26,2015-08-26
IDT International Limited,萬威國際有限公司,167,Current,SEE Chi Kwok Felix,施志國,Executive Director,CEO,2015-04-01,2015-07-21
IDT International Limited,萬威國際有限公司,167,Current,CHAN PAU Shiu Yeng Shirley,陳鮑雪瑩,Executive Director,,1990-07-10,2015-04-15
IDT International Limited,萬威國際有限公司,167,Current,CHAN Raymond,陳煒文,Executive Director,"Chairman, CEO",1990-07-10,2015-04-01
IDT International Limited,萬威國際有限公司,167,Current,LEONG Mun Hoong,梁文雄,Executive Director,,2013-04-08,2015-01-09
IDT International Limited,萬威國際有限公司,167,Current,BUTTIFANT Barry John,畢滌凡,Executive Director,,2010-07-12,2011-06-30
IDT International Limited,萬威國際有限公司,167,Current,LAM Yee Wah Eva,林綺華,Executive Director,,2008-04-01,2009-07-16
IDT International Limited,萬威國際有限公司,167,Current,WIND Yoram Jerry,,Independent Non Executive Director,,2005-03-21,2008-08-28
IDT International Limited,萬威國際有限公司,167,Current,WOO Chia Wei,吳家瑋,Non Executive Director,,2002-06-08,2008-08-28
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,CHAN Hak Kan,陳克勤,Independent Non Executive Director,,2019-05-10,
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,CHOI Ka Wing,蔡家穎,Executive Director,,2016-05-12,
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,KITCHELL Osman Bin,,Executive Director,Chairman,2016-05-10,
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,LIU Jian Yi,劉簡怡,Independent Non Executive Director,,2017-05-04,
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,MIU Frank H,繆希,Independent Non Executive Director - A/F,,2016-02-02,
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,SHIMAZAKI Koji,嶋崎幸司,Executive Director,,2016-05-10,
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,SANTOS Antonio Maria,杜東尼,Independent Non Executive Director,,2016-01-28,2023-06-19
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,NGAI Wai Kin,魏偉健,Independent Non Executive Director - A/F,,2019-05-10,2020-07-15
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,KWONG Kai Sing Benny,鄺啟成,Independent Non Executive Director,,2016-01-28,2017-05-04
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,CHOW Chi Wah Vincent,周志華,Independent Non Executive Director - A/F,,2016-01-28,2017-04-10
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,WONG Yat Fai,王溢輝,Executive Director,,2016-01-28,2017-04-10
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,SUEN Yick Lun Philip,孫益麟,Executive Director,,2016-01-28,2016-08-16
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,CHUNG Yuk Lun,鍾育麟,Executive Director,,2016-05-01,2016-06-15
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,SHAN Jiu Liang,單九良,Executive Director,,2014-09-16,2016-05-12
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,WEN Di,温笛,Non Executive Director,,2014-09-16,2016-04-15
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,ZHANG Peng,張鵬,Executive Director,,2014-09-16,2016-04-15
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,LEUNG Pak To Francis,梁伯韜,Non Executive Director,Chairman,2010-05-18,2016-02-23
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,CHAN Yuk Sang Peter,陳玉生,Independent Non Executive Director,,2010-05-11,2016-01-28
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,CHENG Yuk Wo,鄭毓和,Independent Non Executive Director - A/F,,2010-07-01,2016-01-28
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,LAM Lee George,林家禮,Independent Non Executive Director,,2010-05-11,2016-01-28
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,LIAN Meng,連萌,Non Executive Director,,2013-09-01,2014-11-07
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,MA Wai Man Catherine,馬慧敏,Executive Director,,2013-10-21,2014-09-16
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,LIM Chin Leong,林進隆,Independent Non Executive Director,,2011-12-01,2014-05-26
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,WEI Wei,魏蔚,Independent Non Executive Director,,2011-12-01,2014-05-26
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,YUNG Tse Kwong Steven,戎子江,Executive Director,CEO,2012-04-01,2014-04-01
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,MA Wai Man Catherine,馬慧敏,Non Executive Director,,2011-07-01,2013-10-21
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,LIAN Meng,連萌,Alternate Director,,2012-05-15,2013-09-01
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,YANG Fei,楊飛,Non Executive Director,,2011-04-13,2013-09-01
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,SOH Szu Wei,蘇思偉,Executive Director,,2011-04-13,2012-05-17
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,CHONG Meng Tak Christopher,張明德,Executive Director,,2011-04-13,2011-12-01
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,MA Wai Man Catherine,馬慧敏,Executive Director,,2010-07-01,2011-07-01
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,PHOON Chiong Kit,潘從傑,Executive Director,CEO,2009-04-21,2010-05-18
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,NG See Yuen,吳思遠,Independent Non Executive Director,,2004-04-20,2010-05-13
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,COURTAULD William Montgomerie,,Non Executive Director,,2009-10-23,2010-03-11
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,OH Kok Chi,胡國志,Independent Non Executive Director - A/F,,1997-01-17,2010-01-01
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,SERFATY Paul Steven,,Non Executive Director,,2009-02-16,2009-11-17
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,WITTS Richard Arthur,,Independent Non Executive Director - A/F,Chairman,2009-02-16,2009-11-17
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,TING Chuk Kwan,丁竹筠,Executive Director,,2009-09-23,2009-11-01
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,COURTAULD William Montgomerie,,Executive Director,CEO,2009-05-08,2009-10-23
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,TING Chuk Kwan,丁竹筠,Non Executive Director,,2009-05-08,2009-09-23
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,COURTAULD William Montgomerie,,Non Executive Director,,2009-02-16,2009-05-08
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,GLEN Esse Douglas,,Executive Director,CEO,2006-10-09,2009-05-08
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,PHOON Chiong Kit,潘從傑,Non Executive Director,,2009-02-16,2009-04-21
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,KAO Wai Ho Francis,高偉豪,Executive Director,Chairman,2002-02-08,2009-02-16
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,LAI Chi Kin,黎志堅,Independent Non Executive Director,,2005-03-04,2008-07-14
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,TSE Chi Man Terry,謝志文,Executive Director,,2004-08-09,2008-06-02
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,LAM Pak Kin Philip,林百堅,Non Executive Director,,1997-01-17,2008-05-02
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,KAO Cheung Chong Michael,高長昌,Executive Director,Chairman,1997-01-17,2008-04-09
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,GRAY Knox Thomas,,Executive Director,,2006-10-09,2007-11-14
Imagi International Holdings Limited,意馬國際控股有限公司,585,Current,YIP Kar Hang Raymond,葉嘉衡,Executive Director,,2005-08-22,2007-01-22
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,CHAN Siu Tat,陳少達,Executive Director,,2020-09-01,
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,CHEN Lan Ran,陳嵐冉,Independent Non Executive Director - A/F,,2019-08-01,
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,LIU Yu,劉雨,Non Executive Director,,2022-01-01,
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,WONG Kin Ping,王建平,Independent Non Executive Director,,2020-09-01,
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,YAP Yung,葉勇,Independent Non Executive Director - A/F,,2009-08-20,
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,YUEN Leong,袁亮,Executive Director,,2008-01-01,
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,CHAN Siu Tat,陳少達,Independent Non Executive Director - A/F,,2016-09-23,2020-09-01
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,HU Jian Jun,胡建軍,Executive Director,,2017-09-22,2020-08-31
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,LUAN Li,欒利,Executive Director,,2009-08-20,2019-12-31
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,ZHANG Guang Sheng,張光生,Independent Non Executive Director,,2009-08-20,2019-09-12
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,SHAO Ping,邵平,Independent Non Executive Director,,2016-10-21,2018-06-04
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,LAM Man Kit Dominic,林文傑,Independent Non Executive Director,,2008-01-01,2017-09-22
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,LUO Feng,羅峰,Executive Director,Chairman,2016-09-23,2017-09-22
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,LI Na,李娜,Executive Director,,2016-09-23,2017-04-18
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,CHEN Ye,陳業,Independent Non Executive Director,,2008-01-01,2009-08-20
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,CHAN Wai Dune,陳維端,Independent Non Executive Director - A/F,,2008-01-01,2009-07-31
